page_id,name,page_created,page_type,count,fb,wel_opens,wel_clicks,wel_acts,opens_14day,clicks_14day,acts_14day,num_donations_14day,amt_donations_14day,num_recur_14day,amt_recur_14day,usa,can,uk,aus,nz,nuk_eur,row,en,de,fr,acts_90day,num_donations_90day,amt_donations_90day
1986,non-aux-ogm-en-europe,2014-09-04 11:32:54,Petition,7523,5501,51,15,15,1037,418,1189,"","","","",20,48,33,14,2,7274,132,1311,16,6196,7228,13,57.98
1969,sexist-and-gross-naked-sushi,2014-08-29 21:57:26,Petition,124,118,79,18,20,114,23,30,"","","","",5,114,2,0,0,1,2,124,0,0,58,1,8.07
1967,dole-protect-human-rights-defenders-de,2014-08-29 15:55:56,Petition,446,318,2,"","",97,31,109,1,10.35,"","",1,1,0,0,0,441,3,106,339,1,418,1,10.35
1956,andy-hall,2014-08-27 17:08:35,Donation,71,2,74,37,36,146,44,106,83,1955.39,"","",11,7,22,12,4,13,2,70,1,0,209,104,2295.65
1954,protect-human-rights-defenders,2014-08-27 13:38:16,Petition,8236,6812,5405,1572,1447,8958,2379,3152,55,603.29,1,2.00,2261,806,2365,578,345,1176,705,8125,62,49,5952,221,2499.26
1951,tim-hortons-selling-out-to-bk,2014-08-26 23:44:10,Petition,53,50,38,5,9,56,7,13,"","","","",3,48,1,0,0,1,0,53,0,0,11,"",""
1945,the-sun-page-three,2014-08-26 00:03:20,Petition,11083,10228,8707,2370,2302,16567,3491,3435,57,331.27,"","",181,63,10133,143,34,399,130,11036,18,29,9167,322,3201.90
1935,maules-creek-mine-protests,2014-08-22 15:53:14,Petition,89,69,73,16,21,105,25,40,"","","","",6,0,0,80,0,0,3,89,0,0,97,3,3.37
1925,gofundme,2014-08-21 19:32:35,Petition,775,540,435,102,101,681,145,253,1,3.00,"","",699,28,26,5,2,11,4,772,3,0,386,3,9.00
1913,amex-seaworld,2014-08-20 19:50:45,Petition,1453,1039,901,197,191,1617,281,489,3,36.09,"","",841,112,206,43,32,121,98,1430,12,11,796,16,244.92
1910,el-salvador-mining-lawsuit,2014-08-20 16:30:33,Petition,8771,5875,6359,1864,1781,10109,2600,4351,53,839.83,1,16.27,2743,955,1546,1178,262,1386,701,8577,96,98,8183,273,3414.85
1891,pebble-mine-save-salmon-epa,2014-08-16 02:07:22,Petition,586,208,385,111,105,553,159,408,8,182.53,"","",478,24,14,11,27,21,11,581,4,1,676,24,329.93
1889,NZ-save-mauis-dolphin,2014-08-15 17:23:13,Petition,2067,1858,1732,379,338,2270,499,549,4,40.40,"","",48,11,105,170,1633,74,26,2045,14,8,898,45,319.68
1883,facebook-messenger-de,2014-08-15 11:28:46,Petition,126,115,"","","",25,6,21,"","","","",0,0,0,0,1,125,0,42,84,0,75,"",""
1881,monsanto_mexico,2014-08-14 18:08:26,Donation,236,7,191,89,91,288,115,349,271,3514.60,2,7.87,78,35,50,30,7,35,1,231,2,3,534,311,4054.53
1873,air-france-monkeys-fr,2014-08-14 10:41:55,Petition,1797,1147,353,189,212,971,351,748,"","","","",17,46,7,3,0,1643,81,302,11,1484,1671,"",""
1863,robin-williams-fox-news-insensitive-comments,2014-08-12 18:10:23,Petition,98109,89207,53870,10839,10290,76877,13633,16505,23,179.75,"","",51203,2778,32939,2204,908,5364,2713,97516,326,267,28308,506,5420.29
1851,air-france-monkeys,2014-08-11 15:17:04,Petition,115,49,89,35,48,134,46,66,"","","","",13,2,6,5,1,80,8,95,5,15,94,"",""
1844,rugby-team-posts-hunting-pictures,2014-08-08 21:10:28,Petition,65,38,50,20,21,75,27,46,3,15.63,"","",1,0,2,4,52,2,4,65,0,0,56,3,15.63
1829,ttip-consumer-rights,2014-08-06 17:04:15,Petition,109,70,97,38,45,147,52,78,3,69.72,"","",2,0,68,0,0,38,1,98,4,7,142,11,112.01
1826,imperial-metals,2014-08-06 11:30:01,Petition,95,92,66,16,23,99,17,27,"","","","",4,86,0,0,0,5,0,92,1,2,39,"",""
1807,exxon-fracking-germany,2014-08-01 15:04:44,Petition,690,409,549,182,171,808,231,399,1,5.31,"","",27,4,17,3,1,629,9,321,362,7,708,8,44.65
1806,tpp-aus-ads,2014-08-01 14:55:38,Donation,54,6,56,20,24,125,37,88,57,471413.72,"","",0,0,0,53,1,0,0,54,0,0,112,64,471650.87
1802,facebook-messenger,2014-08-01 11:24:31,Petition,210294,204241,105783,18339,24991,159254,25489,34995,101,2479.48,6,34.66,128284,12545,21221,17118,3493,19038,8595,208279,1398,617,45018,720,8000.69
1801,eci-ttip,2014-07-31 15:09:44,Donation,103,5,100,60,61,152,81,182,112,2145.31,7,97.24,0,1,70,0,0,31,1,97,4,2,284,137,2574.39
1798,apple-supplier-nxp-union-busting,2014-07-31 10:38:41,Petition,1363,611,1161,363,333,1859,575,1092,6,64.59,"","",362,144,332,158,35,217,115,1321,28,14,1744,51,392.22
1796,bees-independent-research,2014-07-30 16:40:54,Petition,51,45,37,13,17,64,26,37,"","","","",0,0,48,0,1,1,1,50,1,0,44,"",""
1794,cyclist-friendly-lorries,2014-07-30 13:22:03,Petition,131,121,104,25,30,169,42,55,"","","","",3,0,122,1,0,3,2,131,0,0,82,1,1.00
1783,great-barrier-reef,2014-07-29 10:11:25,Petition,6050,4601,4795,1380,1247,7325,1942,2206,11,149.34,"","",144,44,244,5223,80,238,77,5992,35,23,3871,162,1926.81
1781,national-parks-fracking,2014-07-28 15:30:13,Petition,48500,46607,34902,9171,8673,57510,14541,13985,81,793.28,2,17.56,614,163,45575,406,116,1318,308,48298,75,127,28650,1077,183898.67
1768,food-waste,2014-07-24 13:10:27,Petition,80,73,67,17,15,74,20,23,"","","","",6,2,15,3,0,53,1,67,2,11,37,"",""
1765,bayer_birds_oneoff,2014-07-23 12:49:17,Donation,65,22,59,23,28,89,35,77,76,1894.67,1,5.00,27,9,6,12,3,5,3,64,1,0,133,97,2361.21
1761,tim-hortons-palm-oil,2014-07-22 22:49:13,Petition,10458,9232,7080,1651,1584,10301,2139,2541,25,141.87,"","",367,9771,95,50,13,87,75,10370,19,69,4977,113,1305.62
1747,sick-subway,2014-07-21 09:50:23,Petition,111,102,56,8,19,88,12,28,"","","","",105,5,0,1,0,0,0,111,0,0,42,"",""
1736,nestle-california-drought,2014-07-16 10:59:12,Petition,56244,25996,22909,4637,4298,45271,7912,34746,75,776.15,2,15.00,40558,6307,3128,972,311,3945,1023,55963,128,152,50642,487,4338.37
1730,tasmania-forests-corporate,2014-07-15 11:31:11,Petition,1964,814,1453,455,398,2058,598,1516,13,236.01,"","",83,13,32,1683,26,72,55,1951,8,5,2396,84,1072.78
1727,byron-bay-development-plan-threatens-koalas,2014-07-11 20:16:05,Petition,993,943,728,146,202,1008,176,253,1,9.29,"","",28,24,30,845,14,44,8,979,8,6,315,14,113.06
1723,bayer-birds,2014-07-11 13:56:45,Petition,222,150,153,61,65,213,73,104,"","","","",81,35,44,16,0,34,12,214,5,3,140,6,40.52
1721,home-depot-guns,2014-07-11 11:58:11,Petition,100,77,58,10,16,78,13,30,"","","","",99,1,0,0,0,0,0,100,0,0,30,"",""
1709,stop-shark-culling,2014-07-07 16:12:53,Petition,177,128,148,39,47,201,49,95,"","","","",5,2,5,139,12,11,3,176,1,0,115,1,1.75
1699,Pig-cruelty-in-NZ-farms,2014-07-03 13:09:14,Petition,207,171,179,25,42,207,31,71,1,5.00,"","",5,2,3,43,148,4,2,206,1,0,110,6,43.00
1696,conservatives-slashing-cbc-budget,2014-07-02 18:26:25,Petition,139,130,121,26,31,174,45,55,"","","","",7,129,1,0,0,1,1,139,0,0,69,2,1.90
1692,tpp-ottawa-donate,2014-07-01 13:08:33,Donation,154,3,134,61,63,189,91,238,166,2418.97,3,37.73,41,11,37,38,10,14,3,151,3,0,333,199,3697.66
1687,erin-brockovich-fights-bayer-essure,2014-06-28 14:42:58,Petition,463,459,202,22,28,380,44,48,"","","","",442,7,9,2,1,2,0,463,0,0,109,"",""
1680,syngenta-pesticide-exemption,2014-06-26 14:07:38,Petition,66,54,46,15,19,73,23,37,"","","","",14,2,31,1,2,15,1,64,1,1,58,3,7.75
1676,rupert-murdoch-ofcom,2014-06-25 10:59:06,Petition,148,114,97,30,27,179,65,68,"","","","",1,0,123,15,0,6,3,147,0,1,120,1,1.61
1675,stop-fast-track-tpp,2014-06-24 19:14:18,Petition,170,132,109,38,47,219,70,103,3,56.00,"","",170,0,0,0,0,0,0,170,0,0,213,5,71.00
1671,save-cbc-documentaries,2014-06-24 10:55:21,Petition,20673,15805,18422,4879,4345,23719,5948,6117,51,853.91,6,22.88,388,19948,66,39,13,116,103,20574,5,94,10323,336,3704.45
1662,ttip-comments,2014-06-23 13:31:43,Petition,2807,1880,1961,750,698,2585,937,1743,5,26.97,"","",29,18,842,14,2,1243,659,2606,94,107,2588,109,1155.69
1661,bbc-biased-reporting,2014-06-23 10:29:18,Petition,266,230,201,59,67,331,87,115,3,9.38,"","",6,1,246,1,2,10,0,264,2,0,162,8,50.42
1659,walmart-costco-carrefour-prawns-slave-labor,2014-06-20 20:40:13,Petition,6312,4372,4136,1142,1061,6853,1667,2822,27,476.51,"","",3240,172,1355,342,55,817,331,6137,58,117,4657,102,1454.96
1641,Facebook-selling-user-data,2014-06-18 21:58:58,Petition,72703,68054,44807,11651,10941,53005,13204,15053,52,1372.01,2,508.49,32209,6330,17368,5862,1395,7341,2198,71874,460,369,28661,518,5613.79
1637,dow-agent-orange-crops,2014-06-17 03:46:38,Petition,188,164,75,19,28,139,31,65,"","","","",181,5,2,0,0,0,0,188,0,0,85,1,16.30
1636,burberry-ceo-pay,2014-06-16 16:30:28,Petition,82,2,60,24,23,66,24,102,1,4.00,"","",0,0,81,0,0,1,0,82,0,0,141,1,4.00
1635,animal-activists-gagged,2014-06-16 15:50:39,Petition,19631,17855,11876,2829,2621,18455,4161,4318,36,324.30,1,1.00,1706,281,825,12479,342,2964,1034,18728,470,433,9767,240,2412.47
1634,gm-crops-europe,2014-06-16 13:08:52,Petition,42924,31486,36353,10930,10011,53942,15774,19847,61,694.12,"","",1215,270,8509,245,63,32006,616,38719,2516,1689,27737,792,9154.44
1627,deadly-dog-treats,2014-06-13 13:50:45,Petition,69322,64299,35534,7598,7918,57971,12233,14899,29,313.44,"","",39371,27292,860,489,70,318,922,69191,30,101,24395,210,3227.43
1626,tesla-open-source,2014-06-13 11:13:14,Petition,74,33,52,17,23,80,24,58,"","","","",29,6,4,3,0,19,13,69,1,4,79,1,6.45
1622,vermont_monsanto,2014-06-12 15:13:43,Donation,1206,100,1043,421,413,1725,605,1682,1358,21935.05,11,57.34,685,143,143,99,26,101,9,1190,12,4,2291,1499,24536.40
1621,save-our-schools,2014-06-12 12:24:34,Petition,157,121,122,42,42,179,68,100,"","","","",2,0,2,144,0,6,3,156,0,1,164,6,69.56
1620,climate-change-erased-from-G20,2014-06-11 22:04:46,Petition,69,57,78,15,22,99,20,30,1,9.74,"","",0,5,1,62,0,1,0,69,0,0,70,1,9.74
1618,vodafone-tax-dodging,2014-06-11 10:28:53,Petition,1214,694,964,327,300,1627,546,757,6,32.98,"","",10,1,1154,8,7,26,8,1212,2,0,1417,42,402.66
1615,target-open-carry-gun-policy,2014-06-10 23:22:12,Petition,52,52,18,4,10,26,6,48,"","","","",50,0,0,1,0,0,1,52,0,0,50,"",""
1611,open-internet-FCC-comments,2014-06-09 17:43:42,Petition,6330,4956,3698,907,849,4889,1071,1682,10,136.14,"","",6085,56,40,19,6,54,70,6322,5,3,2878,51,998.64
1608,enbridge-ditch-pipeline,2014-06-06 22:17:06,Petition,657,619,440,83,77,611,110,137,"","","","",13,618,6,4,0,10,6,651,4,2,232,2,5.47
1602,krispy-kreme-palm-oil,2014-06-05 20:41:21,Petition,89,75,55,20,21,83,29,43,"","","","",54,5,20,8,0,2,0,88,1,0,72,"",""
1598,enbridge-honor-commitment,2014-06-05 05:08:55,Petition,20061,18797,14232,2945,2636,19339,3834,4078,23,418.51,"","",452,19012,142,104,24,228,99,19947,37,77,6731,129,1377.96
1596,Westfield-tax-havens,2014-06-03 21:15:47,Petition,60,60,50,21,19,86,33,30,3,76.56,"","",0,0,1,57,2,0,0,60,0,0,68,7,151.42
1595,liberty-global-ceo,2014-06-03 21:08:05,Petition,266,71,218,83,81,386,128,301,"","","","",2,0,263,0,0,1,0,265,1,0,447,6,23.03
1594,johnson-microbeads,2014-06-03 14:22:47,Petition,100,96,71,11,19,132,20,32,1,3.88,"","",35,49,3,9,0,1,3,100,0,0,63,3,36.07
1591,nike-nine,2014-06-03 11:48:13,Petition,1659,867,1229,392,354,1847,598,1049,5,53.31,"","",321,194,456,209,50,281,148,1627,17,15,1838,30,261.10
1590,canada-chick-fil-a,2014-06-02 15:04:44,Petition,9645,8470,6868,1547,1455,11068,2359,2676,18,183.17,"","",266,9103,84,28,4,106,54,9575,5,65,4049,54,498.59
1588,origin-energy-renewables,2014-05-31 11:52:52,Petition,419,279,345,124,120,556,164,195,10,101.85,"","",6,0,7,395,1,7,3,417,0,2,359,23,444.24
1587,why-is-blackwells-bankrolling-ukip,2014-05-30 20:47:29,Petition,68,67,50,15,19,92,19,23,"","","","",0,0,65,0,0,3,0,67,1,0,34,3,11.43
1569,suncor-water,2014-05-27 19:41:30,Petition,1861,1556,1437,641,600,2162,853,1067,19,284.85,"","",36,1757,10,25,3,26,4,1845,1,15,2058,96,1258.73
1568,cargill-minnesota,2014-05-27 18:24:51,Petition,120,113,75,20,23,133,27,35,1,5.00,"","",119,0,0,0,0,1,0,120,0,0,61,2,8.00
1566,tar-sands-europe,2014-05-26 16:18:58,Petition,2736,2672,2054,574,605,3452,823,833,21,204.57,"","",50,23,1494,38,11,1085,35,2618,59,59,1546,52,481.43
1564,Facebook-app-taps-phones,2014-05-26 02:36:07,Petition,313345,282865,145797,31449,30336,217147,42818,64920,182,1400.20,4,21.00,191481,23489,46466,15491,2733,25365,8320,310944,1567,834,114582,1531,11847.97
1556,abbott-scholarship,2014-05-22 12:16:55,Petition,4656,3571,3472,812,724,3953,943,1467,11,106.84,3,26.00,49,12,65,4406,51,43,30,4649,4,3,2432,90,1133.37
1550,tmobile-shareholders-workers-rights,2014-05-19 18:02:51,Petition,105,27,59,16,13,101,29,71,1,5.00,"","",94,0,2,0,0,9,0,101,4,0,95,1,5.00
1540,monsanto-sues-vermonts,2014-05-15 01:26:05,Petition,54440,46788,32401,7692,7625,55550,10853,12803,496,6173.35,3,106.00,50307,1111,376,216,77,1840,513,54129,104,207,21204,890,10544.97
1532,corporate-welfare,2014-05-13 09:22:55,Petition,62,51,39,11,7,75,21,28,1,2.79,"","",0,0,0,62,0,0,0,62,0,0,44,1,2.79
1530,GP-fee,2014-05-13 04:44:39,Petition,25405,23549,16985,3334,2864,29309,5882,5762,54,455.75,"","",141,56,181,24785,57,100,85,25383,9,13,7803,171,1163.26
1529,ABC-budget-cuts,2014-05-13 02:48:00,Petition,128,109,97,18,19,163,33,42,"","","","",1,1,0,122,1,1,2,128,0,0,61,"",""
1526,walmart-board,2014-05-09 18:53:58,Petition,756,493,384,134,125,614,179,353,3,40.00,"","",707,14,10,7,0,9,9,754,2,0,557,8,65.68
1507,save-internet-fcc,2014-05-03 00:50:30,Petition,33995,29164,21578,4780,4456,32212,6433,9189,44,389.31,1,3.00,32388,397,351,76,25,519,239,33943,26,26,15198,332,2746.55
1498,cenvous-get-out-alberta-education-consultation,2014-05-01 18:23:20,Petition,106,104,86,38,48,131,57,62,1,5.00,"","",3,99,0,1,0,3,0,104,2,0,115,2,25.74
1493,mcdonalds-ceo-pay,2014-04-30 22:58:02,Petition,359,49,222,96,88,488,194,415,2,40.00,"","",326,8,9,4,2,6,4,359,0,0,583,17,223.60
1489,comcast-takeover-fcc,2014-04-28 18:47:01,Petition,455,143,366,70,73,551,102,104,"","","","",445,3,3,1,0,3,0,455,0,0,164,1,5.00
1478,sports-direct-breastfeeding,2014-04-25 12:02:07,Petition,19020,16829,11218,2434,2281,20222,4036,4564,5,41.57,2,15.00,469,107,17371,217,126,559,171,18976,23,21,6066,109,698.41
1473,chobani-uses-GMOs,2014-04-24 21:10:29,Petition,141611,137399,71626,16071,15424,101016,22428,22640,76,1182.00,1,5.00,137139,619,196,2652,35,338,632,141551,26,34,48870,1381,13730.55
1465,monsanto_once,2014-04-23 15:11:56,Donation,184,48,189,99,93,280,143,272,198,5661.23,1,8.00,60,52,19,23,11,13,6,184,0,0,417,242,6793.42
1463,monsanto_monthly,2014-04-23 14:59:22,Donation,94,2,84,39,33,138,60,147,113,1068.30,110,860.00,24,28,10,14,7,8,3,94,0,0,244,151,1918.57
1459,virunga-soco-unesco,2014-04-23 09:31:33,Petition,71,52,40,9,14,72,19,33,"","","","",31,8,11,5,0,8,8,71,0,0,55,"",""
1458,care-uk-cuts,2014-04-22 21:23:11,Petition,91,89,52,2,10,99,14,18,"","","","",1,0,88,0,0,2,0,91,0,0,28,"",""
1457,humpbacks-not-threatened-for-enbridge,2014-04-22 20:06:20,Petition,1179,577,911,283,269,1636,498,693,14,129.57,3,38.00,80,986,30,13,4,33,33,1161,2,16,1174,38,356.58
1448,pepsico-palm-oil-nobox,2014-04-21 21:30:22,Petition,625,456,395,132,120,545,173,309,5,179.65,"","",242,53,145,48,16,72,49,615,2,8,576,16,311.14
1443,hmrc-taxpayer-data,2014-04-20 00:28:41,Petition,7044,2961,5554,1908,1784,6222,2094,2679,16,792.34,1,10.00,16,2,6949,12,1,53,11,7036,2,6,5066,168,2749.06
1442,go-fossil-free-au,2014-04-19 12:09:24,Petition,241,59,181,80,80,218,100,278,3,103.00,"","",0,4,3,228,2,2,2,240,1,0,431,16,213.05
1441,pepsico-palm-oil,2014-04-18 21:43:20,Petition,6655,4737,4743,1449,1348,6816,2069,3141,34,373.08,"","",2190,650,1428,979,126,943,339,6479,87,89,6115,196,1777.73
1426,duke-contributions,2014-04-15 18:11:12,Petition,218,64,150,50,45,215,83,188,1,50.00,"","",205,4,1,0,1,6,1,215,3,0,347,5,96.00
1421,indonesia-rainforest,2014-04-15 07:25:57,Petition,8704,8328,6355,1442,1748,9465,2140,2453,10,240.00,1,8.00,984,193,1982,2645,212,1360,1328,8514,85,105,3855,129,1714.50
1411,abc-cuts,2014-04-14 00:29:59,Petition,2728,2303,2317,508,466,3658,708,788,6,72.66,"","",15,5,25,2660,1,15,7,2727,0,1,1443,46,522.56
1407,dominos-ceo-pay-fund,2014-04-11 21:41:26,Petition,181,17,110,32,32,184,45,207,2,30.00,"","",180,0,0,1,0,0,0,181,0,0,307,4,60.00
1404,blue-whales,2014-04-11 12:43:00,Petition,69,61,55,15,18,88,29,37,"","","","",10,4,8,10,14,17,6,61,2,6,76,"",""
1376,california-seaworld-call,2014-04-06 12:28:44,Call,170,170,145,21,48,244,38,237,2,20.00,"","",170,0,0,0,0,0,0,170,0,0,276,6,110.00
1375,seaworld-delivery,2014-04-04 23:39:50,Donation,56,3,44,14,11,71,19,67,61,567.63,"","",41,4,3,3,1,3,1,56,0,0,101,65,610.63
1370,nhs-gp-charges,2014-04-04 05:34:42,Petition,18174,14856,13161,3037,2894,19018,4356,5562,16,124.70,1,5.00,67,19,17900,31,11,106,40,18162,3,9,12059,166,1391.98
1368,google-taxes,2014-04-03 15:37:31,Petition,1418,671,1146,447,401,1544,598,993,10,64.27,"","",344,111,506,154,23,231,49,1368,27,23,1701,67,1583.41
1367,tate-gallery-bp,2014-04-03 14:57:56,Petition,107,53,123,35,40,149,50,55,"","","","",6,1,83,1,0,13,3,105,0,2,145,4,33.27
1366,robin-hood-tax,2014-04-03 14:34:12,Petition,4802,3750,4237,1267,1193,4871,1410,1861,13,148.50,"","",73,30,2404,50,17,2143,85,4572,105,125,3502,150,1412.68
1361,isds-inquiry-submissions,2014-04-02 15:11:16,Petition,744,552,632,193,175,843,266,397,4,34.89,"","",8,0,2,722,2,6,4,743,0,1,747,43,397.08
1355,att-alec-lobby-community-owned-internet-networks,2014-03-27 21:22:01,Petition,776,350,443,135,132,775,205,528,4,89.00,"","",764,4,2,0,0,3,3,774,2,0,989,24,270.00
1350,bc-parks-open-oil-gas-mining,2014-03-26 20:11:58,Petition,87858,80571,46099,9050,8194,98431,16805,15359,94,101132.84,2,100003.00,1570,83518,674,432,114,1179,371,87437,133,288,43047,776,109383.36
1347,nestle_water,2014-03-25 12:57:28,Donation,238,6,216,94,90,287,121,330,275,4636.85,8,48.00,72,37,56,29,6,30,8,234,2,2,562,338,5795.61
1345,kelloggs-shareholders,2014-03-25 11:55:50,Petition,823,337,551,227,214,951,391,731,11,67.91,"","",230,101,212,126,14,99,41,805,8,10,1320,31,178.05
1331,rio-tinto-sockeye-salmon-biggest-mine-pebble-mine-northern-dynasty-bristol-bay,2014-03-21 23:35:59,Petition,2631,866,1846,685,652,2740,989,2371,42,574.69,"","",1033,365,414,239,54,413,113,2538,40,53,3989,129,1471.91
1326,unilever-palm-oil,2014-03-21 14:58:59,Petition,10886,7991,7924,2491,2334,11353,3168,5037,46,609.89,"","",1975,644,3686,1415,226,2252,688,10467,234,185,9809,275,3599.36
1322,mailmonitor_importer,2014-03-19 22:31:51,Import,354,354,"","","",1,"","","","","","",354,0,0,0,0,0,0,354,0,0,"","",""
1320,monsanto-broccoli-patents,2014-03-14 21:35:15,Petition,280,214,239,70,83,359,98,141,1,5.00,"","",67,20,71,21,3,91,7,272,4,4,285,11,76.81
1315,big-oil-suncor-syncrude-school-alberta-curriculum,2014-03-12 23:13:06,Petition,1174,466,960,304,265,1563,478,912,6,37.38,1,10.00,43,1105,6,3,1,12,4,1172,0,2,1546,30,320.64
1312,costco-gmo-salmon,2014-03-11 18:04:06,Petition,6746,4506,3890,1097,1042,7195,1805,2824,16,178.71,"","",2969,3689,14,22,1,8,43,6710,0,36,4948,67,743.17
1309,palmoil_orangutans,2014-03-07 23:40:12,Donation,172,9,154,54,52,197,70,242,197,2099.00,"","",66,29,22,31,9,10,5,171,0,1,329,215,2301.17
1303,bbc3-axed,2014-03-07 17:26:55,Petition,179,156,90,13,24,103,14,41,"","","","",0,0,178,0,0,1,0,179,0,0,59,"",""
1301,starbucks-organic-milk,2014-03-06 15:05:24,Petition,52,36,31,8,15,45,10,32,"","","","",28,10,2,0,1,4,7,51,0,1,33,"",""
1300,abbott-similac-infant-food-contains-gmos,2014-03-06 02:41:09,Petition,502,208,324,102,96,514,164,385,"","","","",352,130,2,0,0,5,13,501,0,1,679,11,180.50
1295,Abbott-national-parks,2014-03-05 02:46:22,Petition,9295,5649,7452,2060,1836,9699,2393,3650,57,470.76,"","",190,54,207,8481,67,205,91,9244,26,25,7436,306,3390.38
1290,new-zealand-tpp,2014-02-28 13:11:39,Petition,2832,2239,2702,905,799,3806,1181,1324,22,203.08,3,54.00,57,19,70,253,2377,31,25,2822,2,8,2173,135,1163.03
1285,cbc-mansbridge-big-oil-conflict-interest,2014-02-27 02:15:13,Petition,113,82,95,23,23,120,33,61,"","","","",2,109,0,0,0,1,1,113,0,0,115,"",""
1281,obama-stop-kxl-last-chance,2014-02-26 01:45:52,Petition,1463,331,869,241,211,1215,289,604,23,136.00,"","",1381,18,7,6,0,40,11,1454,3,6,1183,38,240.88
1277,stop-ttip,2014-02-25 14:11:53,Petition,13720,10876,11202,3647,3498,15936,4941,6501,51,512.71,"","",840,133,5827,163,50,6514,193,12857,349,514,12959,377,4267.08
1263,bees-global-retailers,2014-02-20 17:22:23,Donation,572,143,414,189,184,605,275,749,631,8353.61,7,47.00,278,79,51,86,19,46,13,566,5,1,1102,751,10726.66
1258,canada-freetrade-tpp,2014-02-19 16:51:53,Petition,24386,21354,17853,4459,4278,26574,6278,8006,70,738.80,"","",313,23732,71,63,33,97,77,24251,11,124,14499,341,3673.20
1256,costa_rica,2014-02-18 21:03:32,Donation,144,15,158,84,71,226,110,239,159,2038.00,7,18.00,37,29,33,22,2,21,0,141,3,0,405,185,2576.31
1253,niger-delta-shell,2014-02-17 12:55:42,Petition,55,27,41,16,16,56,20,39,"","","","",16,6,19,5,3,5,1,55,0,0,79,3,25.00
1246,tetley-tea-tata,2014-02-14 14:45:51,Petition,23323,20935,16954,4864,4465,24851,6303,6590,67,458.29,"","",1281,5105,13617,771,114,1724,711,23106,73,144,15843,387,3786.72
1244,nickel-dump,2014-02-13 23:43:36,Petition,12311,11114,10018,2875,2829,15188,4793,5182,33,326.06,1,10.00,303,144,616,10526,170,390,162,12248,24,39,9417,379,4825.98
1242,salmon-farming-british-columbia,2014-02-12 22:41:46,Petition,132,51,109,34,29,159,51,128,1,4.57,"","",1,129,0,0,0,0,2,132,0,0,207,5,25.59
1232,australia-tpp,2014-02-10 11:11:22,Petition,89219,84174,56526,14016,12385,95281,22968,22117,332,3175.09,9,56.43,8739,870,1559,75043,445,1600,963,89037,97,85,50751,2073,21952.85
1227,comcast-data-privacy,2014-02-07 15:27:43,Petition,179,120,89,20,20,127,28,78,"","","","",176,1,2,0,0,0,0,179,0,0,149,1,5.00
1221,whole-foods-firing,2014-02-06 17:21:26,Petition,89,67,41,9,20,78,16,44,"","","","",87,0,0,0,0,2,0,88,1,0,52,1,1.00
1217,barclays-tax-africa,2014-02-06 13:34:47,Petition,427,186,356,151,141,585,216,341,1,33.23,"","",11,4,388,5,0,8,11,427,0,0,713,18,213.76
1216,dunkin-palm-oil,2014-02-05 22:42:02,Petition,112,60,69,24,27,104,35,89,"","","","",61,5,12,5,3,20,6,107,2,3,121,5,56.31
1211,Tasmania-forests-donate,2014-02-05 19:33:44,Donation,57,21,25,13,12,43,19,74,63,898.00,3,30.00,0,0,0,55,1,0,1,57,0,0,157,81,1453.00
1207,sochi-orca-seaworld,2014-02-05 13:39:16,Petition,5253,3937,3066,858,820,5457,1478,2412,7,25.72,3,8.50,2210,726,886,188,43,711,489,5146,58,49,4431,52,381.96
1205,stop_tpp,2014-02-04 23:38:34,Donation,204,11,125,32,31,363,83,269,239,18539.42,2,10003.00,35,17,46,46,40,17,3,204,0,0,482,271,19039.63
1172,kelloggs-ceo-sam,2014-01-24 20:06:33,Petition,365,131,191,85,139,355,143,394,4,34.14,"","",131,34,50,46,4,43,57,358,4,3,565,12,115.93
1167,mark-duggan-daily-mail,2014-01-23 17:01:49,Petition,183,158,106,22,29,180,35,54,"","","","",8,1,160,1,0,10,3,183,0,0,71,1,6.65
1164,nhs-patient-corporations,2014-01-22 20:21:44,Petition,140267,125209,96580,22170,20860,227533,38151,35890,72,917.96,1,50.00,819,136,137399,426,133,1019,335,140161,35,71,73286,664,7249.16
1154,sochi-orca-whales,2014-01-17 13:19:55,Petition,233877,214548,151867,33480,30760,286032,67661,66009,231,1725.42,3,16.00,106224,36137,41282,8739,2760,31973,6762,230185,1522,2170,129461,1421,14622.60
1152,monsanto-shareholder-donate,2014-01-17 03:45:01,Donation,487,474,451,222,220,817,333,794,527,8320.50,20,119.50,192,63,65,73,20,64,10,469,12,6,1101,578,9989.07
1142,monsanto-shareholder-resolution,2014-01-15 17:42:30,Petition,6848,4541,5100,2003,1878,8799,3308,4793,36,630.55,"","",2813,1194,685,480,126,1275,275,6679,87,82,8095,202,2945.86
1136,uk-fracking-proposal,2014-01-14 14:19:39,Petition,125,102,99,28,32,142,43,58,"","","","",1,0,123,0,0,1,0,125,0,0,155,1,10.00
1133,tpp-rep-calls-ak,2014-01-10 21:07:19,Call,74,74,51,25,32,70,34,104,"","","","",74,0,0,0,0,0,0,74,0,0,120,3,14.00
1125,rio-tinto-warkworth,2014-01-08 20:34:57,Petition,613,476,526,187,196,874,344,467,2,35.00,"","",9,6,3,579,3,7,6,609,0,4,999,40,481.88
1105,tasmania-forests-abbott,2013-12-30 17:58:06,Petition,65298,60089,53705,13525,11472,93562,19865,17722,561,6751.63,3,9.00,962,402,1568,59971,412,1362,621,65065,123,110,43093,1828,21558.34
